X,Y,Z
43500.0,6500.0,524.3
43525.0,6500.0,524.6
43550.0,6500.0,524.9
43575.0,6500.0,525.0
43600.0,6500.0,525.1
43625.0,6500.0,525.0
43650.0,6500.0,524.8
43675.0,6500.0,524.4
43700.0,6500.0,524.0
43725.0,6500.0,523.5
43750.0,6500.0,523.0
43775.0,6500.0,522.5
43800.0,6500.0,522.0
43825.0,6500.0,521.6
43850.0,6500.0,521.4
43875.0,6500.0,521.3
43900.0,6500.0,521.3
43925.0,6500.0,521.4
43950.0,6500.0,521.7
43975.0,6500.0,522.0
44000.0,6500.0,522.4
44025.0,6500.0,522.9
44050.0,6500.0,523.4
44075.0,6500.0,523.8
44100.0,6500.0,524.2
44125.0,6500.0,524.5
44150.0,6500.0,524.8
44175.0,6500.0,525.0
44200.0,6500.0,525.2
44225.0,6500.0,525.3
44250.0,6500.0,525.4
44275.0,6500.0,525.5
44300.0,6500.0,525.7
44325.0,6500.0,525.8
44350.0,6500.0,526.0
44375.0,6500.0,526.2
44400.0,6500.0,526.4
44425.0,6500.0,526.7
44450.0,6500.0,526.9
44475.0,6500.0,527.1
44500.0,6500.0,527.3
44525.0,6500.0,527.4
44550.0,6500.0,527.4
44575.0,6500.0,527.3
44600.0,6500.0,527.1
44625.0,6500.0,526.8
44650.0,6500.0,526.4
44675.0,6500.0,525.8
44700.0,6500.0,525.2
44725.0,6500.0,524.4
44750.0,6500.0,523.6
44775.0,6500.0,522.7
44800.0,6500.0,521.9
44825.0,6500.0,521.0
44850.0,6500.0,520.1
44875.0,6500.0,519.4
44900.0,6500.0,518.7
44925.0,6500.0,518.1
44950.0,6500.0,517.7
44975.0,6500.0,517.4
45000.0,6500.0,517.3
45025.0,6500.0,517.3
45050.0,6500.0,517.6
45075.0,6500.0,518.1
45100.0,6500.0,518.7
45125.0,6500.0,519.4
45150.0,6500.0,520.3
45175.0,6500.0,521.3
45200.0,6500.0,522.4
45225.0,6500.0,523.5
45250.0,6500.0,524.5
45275.0,6500.0,525.5
45300.0,6500.0,526.4
45325.0,6500.0,527.2
45350.0,6500.0,527.8
45375.0,6500.0,528.3
45400.0,6500.0,528.7
45425.0,6500.0,528.9
45450.0,6500.0,529.0
45475.0,6500.0,529.0
45500.0,6500.0,528.9
45525.0,6500.0,528.8
45550.0,6500.0,528.6
45575.0,6500.0,528.6
45600.0,6500.0,528.5
45625.0,6500.0,528.6
45650.0,6500.0,528.7
45675.0,6500.0,528.9
45700.0,6500.0,529.1
45725.0,6500.0,529.5
45750.0,6500.0,529.9
45775.0,6500.0,530.3
45800.0,6500.0,530.8
45825.0,6500.0,531.3
45850.0,6500.0,531.8
45875.0,6500.0,532.3
45900.0,6500.0,532.8
45925.0,6500.0,533.4
45950.0,6500.0,533.8
45975.0,6500.0,534.3
46000.0,6500.0,534.8
46025.0,6500.0,535.2
46050.0,6500.0,535.6
46075.0,6500.0,535.9
46100.0,6500.0,536.0
46125.0,6500.0,536.1
46150.0,6500.0,536.0
46175.0,6500.0,535.7
46200.0,6500.0,535.2
46225.0,6500.0,534.4
46250.0,6500.0,533.5
46275.0,6500.0,532.3
46300.0,6500.0,530.9
46325.0,6500.0,529.3
46350.0,6500.0,527.6
46375.0,6500.0,525.9
46400.0,6500.0,524.1
46425.0,6500.0,522.4
46450.0,6500.0,520.8
46475.0,6500.0,519.3
46500.0,6500.0,518.0
43500.0,6525.0,524.0
43525.0,6525.0,524.3
43550.0,6525.0,524.4
43575.0,6525.0,524.5
43600.0,6525.0,524.5
43625.0,6525.0,524.3
43650.0,6525.0,524.0
43675.0,6525.0,523.6
43700.0,6525.0,523.2
43725.0,6525.0,522.7
43750.0,6525.0,522.2
43775.0,6525.0,521.8
43800.0,6525.0,521.4
43825.0,6525.0,521.2
43850.0,6525.0,521.1
43875.0,6525.0,521.1
43900.0,6525.0,521.2
43925.0,6525.0,521.5
43950.0,6525.0,521.8
43975.0,6525.0,522.2
44000.0,6525.0,522.7
44025.0,6525.0,523.2
44050.0,6525.0,523.6
44075.0,6525.0,524.1
44100.0,6525.0,524.4
44125.0,6525.0,524.7
44150.0,6525.0,524.9
44175.0,6525.0,525.1
44200.0,6525.0,525.2
44225.0,6525.0,525.3
44250.0,6525.0,525.4
44275.0,6525.0,525.4
44300.0,6525.0,525.6
44325.0,6525.0,525.7
44350.0,6525.0,525.9
44375.0,6525.0,526.2
44400.0,6525.0,526.5
44425.0,6525.0,526.7
44450.0,6525.0,527.0
44475.0,6525.0,527.3
44500.0,6525.0,527.5
44525.0,6525.0,527.6
44550.0,6525.0,527.6
44575.0,6525.0,527.5
44600.0,6525.0,527.2
44625.0,6525.0,526.9
44650.0,6525.0,526.4
44675.0,6525.0,525.7
44700.0,6525.0,525.0
44725.0,6525.0,524.2
44750.0,6525.0,523.3
44775.0,6525.0,522.4
44800.0,6525.0,521.4
44825.0,6525.0,520.5
44850.0,6525.0,519.6
44875.0,6525.0,518.9
44900.0,6525.0,518.2
44925.0,6525.0,517.6
44950.0,6525.0,517.2
44975.0,6525.0,517.0
45000.0,6525.0,517.0
45025.0,6525.0,517.1
45050.0,6525.0,517.5
45075.0,6525.0,518.0
45100.0,6525.0,518.8
45125.0,6525.0,519.6
45150.0,6525.0,520.6
45175.0,6525.0,521.7
45200.0,6525.0,522.8
45225.0,6525.0,523.9
45250.0,6525.0,525.0
45275.0,6525.0,526.0
45300.0,6525.0,526.9
45325.0,6525.0,527.6
45350.0,6525.0,528.2
45375.0,6525.0,528.6
45400.0,6525.0,528.9
45425.0,6525.0,529.1
45450.0,6525.0,529.1
45475.0,6525.0,529.0
45500.0,6525.0,528.9
45525.0,6525.0,528.8
45550.0,6525.0,528.6
45575.0,6525.0,528.5
45600.0,6525.0,528.5
45625.0,6525.0,528.5
45650.0,6525.0,528.7
45675.0,6525.0,528.9
45700.0,6525.0,529.2
45725.0,6525.0,529.5
45750.0,6525.0,530.0
45775.0,6525.0,530.5
45800.0,6525.0,531.0
45825.0,6525.0,531.5
45850.0,6525.0,532.1
45875.0,6525.0,532.7
45900.0,6525.0,533.2
45925.0,6525.0,533.8
45950.0,6525.0,534.3
45975.0,6525.0,534.9
46000.0,6525.0,535.3
46025.0,6525.0,535.8
46050.0,6525.0,536.1
46075.0,6525.0,536.4
46100.0,6525.0,536.5
46125.0,6525.0,536.5
46150.0,6525.0,536.3
46175.0,6525.0,535.8
46200.0,6525.0,535.2
46225.0,6525.0,534.3
46250.0,6525.0,533.1
46275.0,6525.0,531.8
46300.0,6525.0,530.2
46325.0,6525.0,528.5
46350.0,6525.0,526.8
46375.0,6525.0,524.9
46400.0,6525.0,523.1
46425.0,6525.0,521.4
46450.0,6525.0,519.8
46475.0,6525.0,518.4
46500.0,6525.0,517.2
43500.0,6550.0,523.9
43525.0,6550.0,524.1
43550.0,6550.0,524.1
43575.0,6550.0,524.1
43600.0,6550.0,524.0
43625.0,6550.0,523.7
43650.0,6550.0,523.4
43675.0,6550.0,523.0
43700.0,6550.0,522.5
43725.0,6550.0,522.1
43750.0,6550.0,521.7
43775.0,6550.0,521.3
43800.0,6550.0,521.0
43825.0,6550.0,520.9
43850.0,6550.0,520.9
43875.0,6550.0,521.0
43900.0,6550.0,521.3
43925.0,6550.0,521.6
43950.0,6550.0,522.1
43975.0,6550.0,522.5
44000.0,6550.0,523.0
44025.0,6550.0,523.5
44050.0,6550.0,523.9
44075.0,6550.0,524.3
44100.0,6550.0,524.5
44125.0,6550.0,524.8
44150.0,6550.0,524.9
44175.0,6550.0,525.0
44200.0,6550.0,525.0
44225.0,6550.0,525.1
44250.0,6550.0,525.1
44275.0,6550.0,525.2
44300.0,6550.0,525.3
44325.0,6550.0,525.5
44350.0,6550.0,525.8
44375.0,6550.0,526.0
44400.0,6550.0,526.3
44425.0,6550.0,526.7
44450.0,6550.0,527.0
44475.0,6550.0,527.2
44500.0,6550.0,527.4
44525.0,6550.0,527.5
44550.0,6550.0,527.5
44575.0,6550.0,527.3
44600.0,6550.0,527.1
44625.0,6550.0,526.6
44650.0,6550.0,526.1
44675.0,6550.0,525.4
44700.0,6550.0,524.6
44725.0,6550.0,523.7
44750.0,6550.0,522.8
44775.0,6550.0,521.9
44800.0,6550.0,520.9
44825.0,6550.0,520.0
44850.0,6550.0,519.1
44875.0,6550.0,518.3
44900.0,6550.0,517.7
44925.0,6550.0,517.2
44950.0,6550.0,516.9
44975.0,6550.0,516.7
45000.0,6550.0,516.8
45025.0,6550.0,517.0
45050.0,6550.0,517.5
45075.0,6550.0,518.1
45100.0,6550.0,518.9
45125.0,6550.0,519.9
45150.0,6550.0,520.9
45175.0,6550.0,522.1
45200.0,6550.0,523.2
45225.0,6550.0,524.3
45250.0,6550.0,525.4
45275.0,6550.0,526.4
45300.0,6550.0,527.2
45325.0,6550.0,527.9
45350.0,6550.0,528.5
45375.0,6550.0,528.8
45400.0,6550.0,529.1
45425.0,6550.0,529.1
45450.0,6550.0,529.1
45475.0,6550.0,529.0
45500.0,6550.0,528.8
45525.0,6550.0,528.6
45550.0,6550.0,528.5
45575.0,6550.0,528.3
45600.0,6550.0,528.3
45625.0,6550.0,528.3
45650.0,6550.0,528.5
45675.0,6550.0,528.7
45700.0,6550.0,529.0
45725.0,6550.0,529.4
45750.0,6550.0,529.9
45775.0,6550.0,530.4
45800.0,6550.0,531.0
45825.0,6550.0,531.6
45850.0,6550.0,532.2
45875.0,6550.0,532.8
45900.0,6550.0,533.5
45925.0,6550.0,534.1
45950.0,6550.0,534.7
45975.0,6550.0,535.2
46000.0,6550.0,535.7
46025.0,6550.0,536.2
46050.0,6550.0,536.5
46075.0,6550.0,536.7
46100.0,6550.0,536.8
46125.0,6550.0,536.6
46150.0,6550.0,536.3
46175.0,6550.0,535.7
46200.0,6550.0,534.9
46225.0,6550.0,533.8
46250.0,6550.0,532.6
46275.0,6550.0,531.1
46300.0,6550.0,529.4
46325.0,6550.0,527.6
46350.0,6550.0,525.8
46375.0,6550.0,523.9
46400.0,6550.0,522.1
46425.0,6550.0,520.4
46450.0,6550.0,518.9
46475.0,6550.0,517.6
46500.0,6550.0,516.6
43500.0,6575.0,523.9
43525.0,6575.0,523.9
